question_id,n_total,n_correct,n_incorrect,mean_len_correct,mean_len_incorrect,median_len_correct,median_len_incorrect,delta_mean_correct_minus_incorrect,cohen_d,common_language_effect,permutation_p_two_sided,direction
880,28,8,20,11.375,13.5,12.0,13.5,-2.125,-0.37681282657789206,0.384375,0.3638180909545227,incorrect_longer
887,27,12,15,10.916666666666666,9.6,11.0,10,1.3166666666666664,0.3836108718993345,0.6416666666666667,0.34332833583208394,correct_longer
899,27,1,26,,,,,,,,,insufficient_data
92,27,2,25,13.0,9.16,13.0,9,3.84,1.3463825122877147,0.89,0.10994502748625687,correct_longer
923,27,2,25,8.0,10.68,8.0,11,-2.6799999999999997,-0.7667289169313164,0.16,0.35332333833083457,incorrect_longer
944,28,1,27,,,,,,,,,insufficient_data
946,26,19,7,13.105263157894736,7.0,14,7,6.105263157894736,1.733226569956428,0.8571428571428571,0.0014992503748125937,correct_longer
950,26,22,4,13.636363636363637,10.0,13.5,9.5,3.6363636363636367,1.1197850219117087,0.75,0.06146926536731634,correct_longer
956,26,2,24,13.0,19.5,13.0,20.0,-6.5,-0.6692382674782157,0.3125,0.37231384307846077,incorrect_longer
983,27,25,2,13.2,9.5,13,9.5,3.6999999999999993,1.0567116342584486,0.51,0.15542228885557222,correct_longer
997,27,0,27,,,,,,,,,insufficient_data
