token,question_id,question_total_runs,question_success_count,question_baseline_success_rate,n_with_token,n_without_token,succ_with_token,succ_without_token,delta_q
simplify,827,27,2,0.07407407407407407,23,4,0.08695652173913043,0.0,0.08695652173913043
simplify,530,29,26,0.896551724137931,25,4,1.0,0.25,0.75
simplify,1201,26,2,0.07692307692307693,8,18,0.0,0.1111111111111111,-0.1111111111111111
simplify,250,27,26,0.9629629629629629,9,18,1.0,0.9444444444444444,0.05555555555555558
simplify,834,27,2,0.07407407407407407,19,8,0.10526315789473684,0.0,0.10526315789473684
simplify,49,27,26,0.9629629629629629,25,2,1.0,0.5,0.5
simplify,183,30,26,0.8666666666666667,4,26,1.0,0.8461538461538461,0.15384615384615385
simplify,120,27,20,0.7407407407407407,6,21,0.8333333333333334,0.7142857142857143,0.11904761904761907
simplify,1139,27,4,0.14814814814814814,4,23,0.5,0.08695652173913043,0.41304347826086957
simplify,876,27,5,0.18518518518518517,21,6,0.23809523809523808,0.0,0.23809523809523808
simplify,270,27,24,0.8888888888888888,13,14,1.0,0.7857142857142857,0.2142857142857143
simplify,1020,24,10,0.4166666666666667,18,6,0.4444444444444444,0.3333333333333333,0.1111111111111111
simplify,92,27,2,0.07407407407407407,20,7,0.1,0.0,0.1
simplify,466,25,5,0.2,13,12,0.23076923076923078,0.16666666666666666,0.06410256410256412
simplify,52,29,26,0.896551724137931,9,20,0.8888888888888888,0.9,-0.011111111111111183
simplify,495,30,16,0.5333333333333333,25,5,0.64,0.0,0.64
simplify,1142,28,5,0.17857142857142858,22,6,0.22727272727272727,0.0,0.22727272727272727
simplify,195,30,27,0.9,23,7,1.0,0.5714285714285714,0.4285714285714286
simplify,214,26,1,0.038461538461538464,23,3,0.0,0.3333333333333333,-0.3333333333333333
simplify,1033,27,1,0.037037037037037035,20,7,0.0,0.14285714285714285,-0.14285714285714285
simplify,468,27,25,0.9259259259259259,7,20,1.0,0.9,0.09999999999999998
simplify,167,29,26,0.896551724137931,18,11,1.0,0.7272727272727273,0.2727272727272727
simplify,189,24,1,0.041666666666666664,6,18,0.0,0.05555555555555555,-0.05555555555555555
simplify,445,27,1,0.037037037037037035,20,7,0.0,0.14285714285714285,-0.14285714285714285
simplify,1002,27,18,0.6666666666666666,5,22,0.8,0.6363636363636364,0.1636363636363637
simplify,375,24,20,0.8333333333333334,9,15,0.7777777777777778,0.8666666666666667,-0.0888888888888889
simplify,1060,25,2,0.08,8,17,0.0,0.11764705882352941,-0.11764705882352941
simplify,415,26,20,0.7692307692307693,16,10,0.6875,0.9,-0.21250000000000002
simplify,956,26,2,0.07692307692307693,18,8,0.05555555555555555,0.125,-0.06944444444444445
simplify,944,28,1,0.03571428571428571,9,19,0.0,0.05263157894736842,-0.05263157894736842
simplify,983,27,25,0.9259259259259259,25,2,0.96,0.5,0.45999999999999996
simplify,561,29,22,0.7586206896551724,24,5,0.8333333333333334,0.4,0.43333333333333335
simplify,880,28,8,0.2857142857142857,26,2,0.3076923076923077,0.0,0.3076923076923077
simplify,252,30,20,0.6666666666666666,24,6,0.7916666666666666,0.16666666666666666,0.625
simplify,1164,26,14,0.5384615384615384,6,20,0.5,0.55,-0.050000000000000044
simplify,447,29,21,0.7241379310344828,9,20,0.8888888888888888,0.65,0.23888888888888882
simplify,1147,29,20,0.6896551724137931,11,18,0.6363636363636364,0.7222222222222222,-0.08585858585858586
simplify,150,25,2,0.08,5,20,0.2,0.05,0.15000000000000002
simplify,45,27,25,0.9259259259259259,24,3,1.0,0.3333333333333333,0.6666666666666667
simplify,68,27,17,0.6296296296296297,10,17,0.9,0.47058823529411764,0.4294117647058824
simplify,554,30,25,0.8333333333333334,2,28,1.0,0.8214285714285714,0.1785714285714286
simplify,1155,26,8,0.3076923076923077,25,1,0.32,0.0,0.32
simplify,851,26,3,0.11538461538461539,13,13,0.23076923076923078,0.0,0.23076923076923078
simplify,1121,24,5,0.20833333333333334,11,13,0.36363636363636365,0.07692307692307693,0.2867132867132867
compare,165,27,22,0.8148148148148148,1,26,1.0,0.8076923076923077,0.1923076923076923
compare,844,28,4,0.14285714285714285,12,16,0.16666666666666666,0.125,0.04166666666666666
compare,535,26,14,0.5384615384615384,20,6,0.6,0.3333333333333333,0.26666666666666666
compare,185,26,24,0.9230769230769231,25,1,0.96,0.0,0.96
compare,1312,26,2,0.07692307692307693,5,21,0.0,0.09523809523809523,-0.09523809523809523
compare,842,27,16,0.5925925925925926,17,10,0.7647058823529411,0.3,0.46470588235294114
compare,1201,26,2,0.07692307692307693,12,14,0.0,0.14285714285714285,-0.14285714285714285
compare,834,27,2,0.07407407407407407,22,5,0.045454545454545456,0.2,-0.15454545454545454
compare,923,27,2,0.07407407407407407,4,23,0.25,0.043478260869565216,0.20652173913043478
compare,120,27,20,0.7407407407407407,8,19,0.875,0.6842105263157895,0.1907894736842105
compare,876,27,5,0.18518518518518517,24,3,0.20833333333333334,0.0,0.20833333333333334
compare,270,27,24,0.8888888888888888,19,8,1.0,0.625,0.375
compare,495,30,16,0.5333333333333333,3,27,0.6666666666666666,0.5185185185185185,0.14814814814814814
compare,1142,28,5,0.17857142857142858,18,10,0.16666666666666666,0.2,-0.033333333333333354
compare,445,27,1,0.037037037037037035,8,19,0.0,0.05263157894736842,-0.05263157894736842
compare,1002,27,18,0.6666666666666666,16,11,1.0,0.18181818181818182,0.8181818181818181
compare,279,30,7,0.23333333333333334,22,8,0.3181818181818182,0.0,0.3181818181818182
compare,956,26,2,0.07692307692307693,22,4,0.045454545454545456,0.25,-0.20454545454545453
compare,944,28,1,0.03571428571428571,3,25,0.0,0.04,-0.04
compare,983,27,25,0.9259259259259259,20,7,1.0,0.7142857142857143,0.2857142857142857
compare,561,29,22,0.7586206896551724,4,25,1.0,0.72,0.28
compare,252,30,20,0.6666666666666666,1,29,1.0,0.6551724137931034,0.3448275862068966
compare,485,27,7,0.25925925925925924,4,23,0.0,0.30434782608695654,-0.30434782608695654
compare,68,27,17,0.6296296296296297,11,16,0.8181818181818182,0.5,0.31818181818181823
compare,573,28,20,0.7142857142857143,12,16,0.5833333333333334,0.8125,-0.22916666666666663
compare,740,27,1,0.037037037037037035,8,19,0.0,0.05263157894736842,-0.05263157894736842
compare,1121,24,5,0.20833333333333334,3,21,0.6666666666666666,0.14285714285714285,0.5238095238095237
derive-intermediate,165,27,22,0.8148148148148148,26,1,0.8461538461538461,0.0,0.8461538461538461
derive-intermediate,844,28,4,0.14285714285714285,26,2,0.15384615384615385,0.0,0.15384615384615385
derive-intermediate,222,27,1,0.037037037037037035,17,10,0.058823529411764705,0.0,0.058823529411764705
derive-intermediate,946,26,19,0.7307692307692307,6,20,0.8333333333333334,0.7,0.13333333333333341
derive-intermediate,542,27,14,0.5185185185185185,9,18,0.6666666666666666,0.4444444444444444,0.2222222222222222
derive-intermediate,185,26,24,0.9230769230769231,24,2,1.0,0.0,1.0
derive-intermediate,715,26,2,0.07692307692307693,10,16,0.0,0.125,-0.125
derive-intermediate,840,27,14,0.5185185185185185,24,3,0.5416666666666666,0.3333333333333333,0.20833333333333331
derive-intermediate,615,28,26,0.9285714285714286,26,2,1.0,0.0,1.0
derive-intermediate,172,29,27,0.9310344827586207,23,6,1.0,0.6666666666666666,0.33333333333333337
derive-intermediate,1312,26,2,0.07692307692307693,17,9,0.058823529411764705,0.1111111111111111,-0.0522875816993464
derive-intermediate,721,25,16,0.64,16,9,0.75,0.4444444444444444,0.3055555555555556
derive-intermediate,842,27,16,0.5925925925925926,26,1,0.6153846153846154,0.0,0.6153846153846154
derive-intermediate,522,28,18,0.6428571428571429,17,11,0.6470588235294118,0.6363636363636364,0.010695187165775444
derive-intermediate,492,28,25,0.8928571428571429,18,10,1.0,0.7,0.30000000000000004
derive-intermediate,827,27,2,0.07407407407407407,23,4,0.08695652173913043,0.0,0.08695652173913043
derive-intermediate,1201,26,2,0.07692307692307693,12,14,0.0,0.14285714285714285,-0.14285714285714285
derive-intermediate,834,27,2,0.07407407407407407,24,3,0.08333333333333333,0.0,0.08333333333333333
derive-intermediate,120,27,20,0.7407407407407407,14,13,0.7142857142857143,0.7692307692307693,-0.05494505494505497
derive-intermediate,1139,27,4,0.14814814814814814,24,3,0.16666666666666666,0.0,0.16666666666666666
derive-intermediate,270,27,24,0.8888888888888888,1,26,1.0,0.8846153846153846,0.11538461538461542
derive-intermediate,466,25,5,0.2,17,8,0.11764705882352941,0.375,-0.25735294117647056
derive-intermediate,609,28,21,0.75,25,3,0.72,1.0,-0.28
derive-intermediate,495,30,16,0.5333333333333333,26,4,0.6153846153846154,0.0,0.6153846153846154
derive-intermediate,1142,28,5,0.17857142857142858,14,14,0.2857142857142857,0.07142857142857142,0.21428571428571427
derive-intermediate,214,26,1,0.038461538461538464,23,3,0.0,0.3333333333333333,-0.3333333333333333
derive-intermediate,1033,27,1,0.037037037037037035,23,4,0.0,0.25,-0.25
derive-intermediate,167,29,26,0.896551724137931,23,6,1.0,0.5,0.5
derive-intermediate,189,24,1,0.041666666666666664,18,6,0.0,0.16666666666666666,-0.16666666666666666
derive-intermediate,445,27,1,0.037037037037037035,22,5,0.045454545454545456,0.0,0.045454545454545456
derive-intermediate,1002,27,18,0.6666666666666666,22,5,0.8181818181818182,0.0,0.8181818181818182
derive-intermediate,279,30,7,0.23333333333333334,24,6,0.2916666666666667,0.0,0.2916666666666667
derive-intermediate,375,24,20,0.8333333333333334,23,1,0.8695652173913043,0.0,0.8695652173913043
derive-intermediate,415,26,20,0.7692307692307693,17,9,0.8235294117647058,0.6666666666666666,0.1568627450980392
derive-intermediate,944,28,1,0.03571428571428571,25,3,0.04,0.0,0.04
derive-intermediate,983,27,25,0.9259259259259259,24,3,0.9583333333333334,0.6666666666666666,0.29166666666666674
derive-intermediate,561,29,22,0.7586206896551724,25,4,0.84,0.25,0.59
derive-intermediate,887,27,12,0.4444444444444444,10,17,0.3,0.5294117647058824,-0.22941176470588237
derive-intermediate,252,30,20,0.6666666666666666,2,28,1.0,0.6428571428571429,0.3571428571428571
derive-intermediate,1164,26,14,0.5384615384615384,23,3,0.5652173913043478,0.3333333333333333,0.23188405797101447
derive-intermediate,485,27,7,0.25925925925925924,6,21,0.16666666666666666,0.2857142857142857,-0.11904761904761904
derive-intermediate,447,29,21,0.7241379310344828,12,17,0.8333333333333334,0.6470588235294118,0.18627450980392157
derive-intermediate,150,25,2,0.08,19,6,0.10526315789473684,0.0,0.10526315789473684
derive-intermediate,45,27,25,0.9259259259259259,24,3,1.0,0.3333333333333333,0.6666666666666667
derive-intermediate,68,27,17,0.6296296296296297,22,5,0.6818181818181818,0.4,0.28181818181818175
derive-intermediate,740,27,1,0.037037037037037035,24,3,0.041666666666666664,0.0,0.041666666666666664
derive-intermediate,851,26,3,0.11538461538461539,24,2,0.125,0.0,0.125
derive-intermediate,369,25,6,0.24,16,9,0.25,0.2222222222222222,0.02777777777777779
derive-intermediate,1121,24,5,0.20833333333333334,20,4,0.2,0.25,-0.04999999999999999
apply-formula,165,27,22,0.8148148148148148,25,2,0.88,0.0,0.88
apply-formula,844,28,4,0.14285714285714285,24,4,0.08333333333333333,0.5,-0.4166666666666667
apply-formula,899,27,1,0.037037037037037035,20,7,0.0,0.14285714285714285,-0.14285714285714285
apply-formula,946,26,19,0.7307692307692307,4,22,0.75,0.7272727272727273,0.022727272727272707
apply-formula,1028,25,5,0.2,5,20,0.2,0.2,0.0
apply-formula,542,27,14,0.5185185185185185,4,23,0.0,0.6086956521739131,-0.6086956521739131
apply-formula,185,26,24,0.9230769230769231,14,12,1.0,0.8333333333333334,0.16666666666666663
apply-formula,1025,24,9,0.375,18,6,0.5,0.0,0.5
apply-formula,226,29,21,0.7241379310344828,3,26,1.0,0.6923076923076923,0.3076923076923077
apply-formula,715,26,2,0.07692307692307693,25,1,0.08,0.0,0.08
apply-formula,840,27,14,0.5185185185185185,18,9,0.6666666666666666,0.2222222222222222,0.4444444444444444
apply-formula,172,29,27,0.9310344827586207,26,3,1.0,0.3333333333333333,0.6666666666666667
apply-formula,169,29,26,0.896551724137931,27,2,0.9629629629629629,0.0,0.9629629629629629
apply-formula,1312,26,2,0.07692307692307693,9,17,0.1111111111111111,0.058823529411764705,0.0522875816993464
apply-formula,721,25,16,0.64,24,1,0.6666666666666666,0.0,0.6666666666666666
apply-formula,842,27,16,0.5925925925925926,26,1,0.6153846153846154,0.0,0.6153846153846154
apply-formula,348,27,25,0.9259259259259259,26,1,0.9230769230769231,1.0,-0.07692307692307687
apply-formula,391,26,11,0.4230769230769231,20,6,0.5,0.16666666666666666,0.33333333333333337
apply-formula,522,28,18,0.6428571428571429,9,19,0.5555555555555556,0.6842105263157895,-0.1286549707602339
apply-formula,864,28,11,0.39285714285714285,23,5,0.4782608695652174,0.0,0.4782608695652174
apply-formula,492,28,25,0.8928571428571429,25,3,1.0,0.0,1.0
apply-formula,839,25,19,0.76,24,1,0.7916666666666666,0.0,0.7916666666666666
apply-formula,622,29,7,0.2413793103448276,23,6,0.30434782608695654,0.0,0.30434782608695654
apply-formula,827,27,2,0.07407407407407407,20,7,0.1,0.0,0.1
apply-formula,1095,29,26,0.896551724137931,25,4,1.0,0.25,0.75
apply-formula,1218,23,7,0.30434782608695654,14,9,0.35714285714285715,0.2222222222222222,0.13492063492063494
apply-formula,530,29,26,0.896551724137931,26,3,0.9615384615384616,0.3333333333333333,0.6282051282051282
apply-formula,1201,26,2,0.07692307692307693,7,19,0.0,0.10526315789473684,-0.10526315789473684
apply-formula,250,27,26,0.9629629629629629,25,2,1.0,0.5,0.5
apply-formula,834,27,2,0.07407407407407407,9,18,0.2222222222222222,0.0,0.2222222222222222
apply-formula,950,26,22,0.8461538461538461,24,2,0.9166666666666666,0.0,0.9166666666666666
apply-formula,120,27,20,0.7407407407407407,23,4,0.782608695652174,0.5,0.28260869565217395
apply-formula,1139,27,4,0.14814814814814814,24,3,0.16666666666666666,0.0,0.16666666666666666
apply-formula,876,27,5,0.18518518518518517,15,12,0.3333333333333333,0.0,0.3333333333333333
apply-formula,270,27,24,0.8888888888888888,22,5,1.0,0.4,0.6
apply-formula,1020,24,10,0.4166666666666667,22,2,0.45454545454545453,0.0,0.45454545454545453
apply-formula,92,27,2,0.07407407407407407,25,2,0.08,0.0,0.08
apply-formula,466,25,5,0.2,22,3,0.13636363636363635,0.6666666666666666,-0.5303030303030303
apply-formula,52,29,26,0.896551724137931,1,28,0.0,0.9285714285714286,-0.9285714285714286
apply-formula,495,30,16,0.5333333333333333,26,4,0.6153846153846154,0.0,0.6153846153846154
apply-formula,1142,28,5,0.17857142857142858,23,5,0.17391304347826086,0.2,-0.026086956521739146
apply-formula,195,30,27,0.9,22,8,0.9545454545454546,0.75,0.20454545454545459
apply-formula,214,26,1,0.038461538461538464,21,5,0.0,0.2,-0.2
apply-formula,1033,27,1,0.037037037037037035,23,4,0.0,0.25,-0.25
apply-formula,468,27,25,0.9259259259259259,25,2,1.0,0.0,1.0
apply-formula,167,29,26,0.896551724137931,22,7,0.8636363636363636,1.0,-0.13636363636363635
apply-formula,189,24,1,0.041666666666666664,23,1,0.043478260869565216,0.0,0.043478260869565216
apply-formula,445,27,1,0.037037037037037035,20,7,0.0,0.14285714285714285,-0.14285714285714285
apply-formula,1002,27,18,0.6666666666666666,9,18,1.0,0.5,0.5
apply-formula,279,30,7,0.23333333333333334,19,11,0.21052631578947367,0.2727272727272727,-0.062200956937799035
apply-formula,1060,25,2,0.08,14,11,0.0,0.18181818181818182,-0.18181818181818182
apply-formula,956,26,2,0.07692307692307693,25,1,0.08,0.0,0.08
apply-formula,944,28,1,0.03571428571428571,26,2,0.038461538461538464,0.0,0.038461538461538464
apply-formula,983,27,25,0.9259259259259259,26,1,0.9615384615384616,0.0,0.9615384615384616
apply-formula,561,29,22,0.7586206896551724,26,3,0.8461538461538461,0.0,0.8461538461538461
apply-formula,887,27,12,0.4444444444444444,8,19,0.375,0.47368421052631576,-0.09868421052631576
apply-formula,880,28,8,0.2857142857142857,27,1,0.2962962962962963,0.0,0.2962962962962963
apply-formula,252,30,20,0.6666666666666666,21,9,0.7619047619047619,0.4444444444444444,0.31746031746031744
apply-formula,1164,26,14,0.5384615384615384,9,17,0.6666666666666666,0.47058823529411764,0.196078431372549
apply-formula,485,27,7,0.25925925925925924,1,26,0.0,0.2692307692307692,-0.2692307692307692
apply-formula,447,29,21,0.7241379310344828,16,13,0.8125,0.6153846153846154,0.19711538461538458
apply-formula,1147,29,20,0.6896551724137931,20,9,0.65,0.7777777777777778,-0.12777777777777777
apply-formula,150,25,2,0.08,17,8,0.11764705882352941,0.0,0.11764705882352941
apply-formula,45,27,25,0.9259259259259259,17,10,1.0,0.8,0.19999999999999996
apply-formula,68,27,17,0.6296296296296297,24,3,0.7083333333333334,0.0,0.7083333333333334
apply-formula,573,28,20,0.7142857142857143,27,1,0.7407407407407407,0.0,0.7407407407407407
apply-formula,1155,26,8,0.3076923076923077,20,6,0.25,0.5,-0.25
apply-formula,851,26,3,0.11538461538461539,19,7,0.15789473684210525,0.0,0.15789473684210525
apply-formula,369,25,6,0.24,22,3,0.22727272727272727,0.3333333333333333,-0.10606060606060605
apply-formula,291,28,21,0.75,23,5,0.8695652173913043,0.2,0.6695652173913043
apply-formula,1121,24,5,0.20833333333333334,17,7,0.23529411764705882,0.14285714285714285,0.09243697478991597
compute,165,27,22,0.8148148148148148,26,1,0.8461538461538461,0.0,0.8461538461538461
compute,790,28,1,0.03571428571428571,27,1,0.037037037037037035,0.0,0.037037037037037035
compute,844,28,4,0.14285714285714285,20,8,0.15,0.125,0.024999999999999994
compute,222,27,1,0.037037037037037035,24,3,0.041666666666666664,0.0,0.041666666666666664
compute,899,27,1,0.037037037037037035,23,4,0.043478260869565216,0.0,0.043478260869565216
compute,535,26,14,0.5384615384615384,23,3,0.5217391304347826,0.6666666666666666,-0.14492753623188404
compute,946,26,19,0.7307692307692307,25,1,0.76,0.0,0.76
compute,1028,25,5,0.2,23,2,0.17391304347826086,0.5,-0.32608695652173914
compute,542,27,14,0.5185185185185185,18,9,0.6111111111111112,0.3333333333333333,0.27777777777777785
compute,185,26,24,0.9230769230769231,24,2,1.0,0.0,1.0
compute,1025,24,9,0.375,17,7,0.47058823529411764,0.14285714285714285,0.3277310924369748
compute,226,29,21,0.7241379310344828,6,23,0.6666666666666666,0.7391304347826086,-0.07246376811594202
compute,715,26,2,0.07692307692307693,21,5,0.0,0.4,-0.4
compute,840,27,14,0.5185185185185185,21,6,0.5238095238095238,0.5,0.023809523809523836
compute,615,28,26,0.9285714285714286,26,2,1.0,0.0,1.0
compute,172,29,27,0.9310344827586207,23,6,1.0,0.6666666666666666,0.33333333333333337
compute,169,29,26,0.896551724137931,25,4,0.96,0.5,0.45999999999999996
compute,1312,26,2,0.07692307692307693,21,5,0.047619047619047616,0.2,-0.1523809523809524
compute,721,25,16,0.64,23,2,0.6521739130434783,0.5,0.15217391304347827
compute,1132,30,1,0.03333333333333333,25,5,0.0,0.2,-0.2
compute,842,27,16,0.5925925925925926,22,5,0.6818181818181818,0.2,0.48181818181818176
compute,605,26,13,0.5,25,1,0.52,0.0,0.52
compute,348,27,25,0.9259259259259259,26,1,0.9230769230769231,1.0,-0.07692307692307687
compute,391,26,11,0.4230769230769231,24,2,0.4166666666666667,0.5,-0.08333333333333331
compute,522,28,18,0.6428571428571429,25,3,0.68,0.3333333333333333,0.34666666666666673
compute,864,28,11,0.39285714285714285,24,4,0.4583333333333333,0.0,0.4583333333333333
compute,492,28,25,0.8928571428571429,25,3,1.0,0.0,1.0
compute,839,25,19,0.76,24,1,0.7916666666666666,0.0,0.7916666666666666
compute,622,29,7,0.2413793103448276,19,10,0.2631578947368421,0.2,0.06315789473684208
compute,827,27,2,0.07407407407407407,23,4,0.08695652173913043,0.0,0.08695652173913043
compute,1095,29,26,0.896551724137931,25,4,1.0,0.25,0.75
compute,1218,23,7,0.30434782608695654,16,7,0.3125,0.2857142857142857,0.0267857142857143
compute,530,29,26,0.896551724137931,24,5,1.0,0.4,0.6
compute,1201,26,2,0.07692307692307693,19,7,0.0,0.2857142857142857,-0.2857142857142857
compute,834,27,2,0.07407407407407407,16,11,0.0625,0.09090909090909091,-0.02840909090909091
compute,923,27,2,0.07407407407407407,25,2,0.08,0.0,0.08
compute,49,27,26,0.9629629629629629,13,14,1.0,0.9285714285714286,0.0714285714285714
compute,950,26,22,0.8461538461538461,25,1,0.88,0.0,0.88
compute,120,27,20,0.7407407407407407,21,6,0.7142857142857143,0.8333333333333334,-0.11904761904761907
compute,1139,27,4,0.14814814814814814,19,8,0.21052631578947367,0.0,0.21052631578947367
compute,876,27,5,0.18518518518518517,18,9,0.2777777777777778,0.0,0.2777777777777778
compute,270,27,24,0.8888888888888888,22,5,1.0,0.4,0.6
compute,1020,24,10,0.4166666666666667,21,3,0.47619047619047616,0.0,0.47619047619047616
compute,92,27,2,0.07407407407407407,25,2,0.08,0.0,0.08
compute,466,25,5,0.2,24,1,0.20833333333333334,0.0,0.20833333333333334
compute,609,28,21,0.75,23,5,0.782608695652174,0.6,0.18260869565217397
compute,52,29,26,0.896551724137931,28,1,0.9285714285714286,0.0,0.9285714285714286
compute,495,30,16,0.5333333333333333,25,5,0.64,0.0,0.64
compute,1142,28,5,0.17857142857142858,23,5,0.21739130434782608,0.0,0.21739130434782608
compute,195,30,27,0.9,25,5,1.0,0.4,0.6
compute,214,26,1,0.038461538461538464,21,5,0.0,0.2,-0.2
compute,1033,27,1,0.037037037037037035,23,4,0.0,0.25,-0.25
compute,468,27,25,0.9259259259259259,24,3,1.0,0.3333333333333333,0.6666666666666667
compute,167,29,26,0.896551724137931,22,7,1.0,0.5714285714285714,0.4285714285714286
compute,189,24,1,0.041666666666666664,23,1,0.043478260869565216,0.0,0.043478260869565216
compute,445,27,1,0.037037037037037035,22,5,0.0,0.2,-0.2
compute,1002,27,18,0.6666666666666666,22,5,0.7272727272727273,0.4,0.32727272727272727
compute,279,30,7,0.23333333333333334,25,5,0.28,0.0,0.28
compute,415,26,20,0.7692307692307693,25,1,0.8,0.0,0.8
compute,414,25,24,0.96,24,1,1.0,0.0,1.0
compute,956,26,2,0.07692307692307693,21,5,0.047619047619047616,0.2,-0.1523809523809524
compute,944,28,1,0.03571428571428571,24,4,0.041666666666666664,0.0,0.041666666666666664
compute,983,27,25,0.9259259259259259,26,1,0.9615384615384616,0.0,0.9615384615384616
compute,561,29,22,0.7586206896551724,25,4,0.88,0.0,0.88
compute,887,27,12,0.4444444444444444,23,4,0.43478260869565216,0.5,-0.06521739130434784
compute,880,28,8,0.2857142857142857,23,5,0.2608695652173913,0.4,-0.13913043478260873
compute,1000,27,4,0.14814814814814814,23,4,0.17391304347826086,0.0,0.17391304347826086
compute,252,30,20,0.6666666666666666,23,7,0.8260869565217391,0.14285714285714285,0.6832298136645962
compute,1164,26,14,0.5384615384615384,21,5,0.6666666666666666,0.0,0.6666666666666666
compute,485,27,7,0.25925925925925924,14,13,0.42857142857142855,0.07692307692307693,0.3516483516483516
compute,447,29,21,0.7241379310344828,23,6,0.9130434782608695,0.0,0.9130434782608695
compute,1147,29,20,0.6896551724137931,27,2,0.7407407407407407,0.0,0.7407407407407407
compute,150,25,2,0.08,13,12,0.0,0.16666666666666666,-0.16666666666666666
compute,45,27,25,0.9259259259259259,19,8,1.0,0.75,0.25
compute,68,27,17,0.6296296296296297,13,14,0.7692307692307693,0.5,0.2692307692307693
compute,573,28,20,0.7142857142857143,27,1,0.7407407407407407,0.0,0.7407407407407407
compute,554,30,25,0.8333333333333334,12,18,0.9166666666666666,0.7777777777777778,0.13888888888888884
compute,1155,26,8,0.3076923076923077,23,3,0.30434782608695654,0.3333333333333333,-0.028985507246376774
compute,851,26,3,0.11538461538461539,24,2,0.125,0.0,0.125
compute,369,25,6,0.24,22,3,0.22727272727272727,0.3333333333333333,-0.10606060606060605
compute,291,28,21,0.75,24,4,0.8333333333333334,0.25,0.5833333333333334
compute,1121,24,5,0.20833333333333334,21,3,0.23809523809523808,0.0,0.23809523809523808
instantiate,165,27,22,0.8148148148148148,17,10,0.8823529411764706,0.7,0.1823529411764706
instantiate,790,28,1,0.03571428571428571,18,10,0.05555555555555555,0.0,0.05555555555555555
instantiate,844,28,4,0.14285714285714285,24,4,0.125,0.25,-0.125
instantiate,222,27,1,0.037037037037037035,15,12,0.0,0.08333333333333333,-0.08333333333333333
instantiate,1028,25,5,0.2,18,7,0.16666666666666666,0.2857142857142857,-0.11904761904761904
instantiate,542,27,14,0.5185185185185185,18,9,0.5555555555555556,0.4444444444444444,0.11111111111111116
instantiate,1025,24,9,0.375,20,4,0.45,0.0,0.45
instantiate,226,29,21,0.7241379310344828,9,20,0.8888888888888888,0.65,0.23888888888888882
instantiate,715,26,2,0.07692307692307693,23,3,0.043478260869565216,0.3333333333333333,-0.28985507246376807
instantiate,840,27,14,0.5185185185185185,24,3,0.5,0.6666666666666666,-0.16666666666666663
instantiate,172,29,27,0.9310344827586207,26,3,1.0,0.3333333333333333,0.6666666666666667
instantiate,169,29,26,0.896551724137931,25,4,0.96,0.5,0.45999999999999996
instantiate,1312,26,2,0.07692307692307693,21,5,0.09523809523809523,0.0,0.09523809523809523
instantiate,721,25,16,0.64,24,1,0.6666666666666666,0.0,0.6666666666666666
instantiate,842,27,16,0.5925925925925926,26,1,0.6153846153846154,0.0,0.6153846153846154
instantiate,348,27,25,0.9259259259259259,26,1,0.9230769230769231,1.0,-0.07692307692307687
instantiate,391,26,11,0.4230769230769231,20,6,0.35,0.6666666666666666,-0.31666666666666665
instantiate,522,28,18,0.6428571428571429,22,6,0.6363636363636364,0.6666666666666666,-0.030303030303030276
